-2.752105110617287798e-01,2.484899011015703763e-01,-1.269150328846241349e-01
-3.873024273328969369e-01,-2.788264219944531774e-01,3.123385507949775208e-01
-3.286183924981596338e-02,-9.106452692159436868e-01,6.315948360176794063e-01
-4.483258669548005615e-02,-2.558893013897239332e-01,1.348399419804278132e-01
-5.528372619212530009e-02,6.500371871937409285e-01,-4.649577083531963861e-01
2.506225149573429456e-01,6.920690370036253203e-01,-5.461983898724971365e-01
4.529500740984500062e-01,-1.234134171606555419e-01,-1.144693487960862788e-02
-5.946717972324335605e-02,-6.099637888454170209e-01,4.592190441290392444e-01
-7.069900021772739240e-01,-3.024499458984982181e-01,4.587053431255799785e-01
-4.811791188163180299e-01,2.168830933690297225e-01,4.391681730411834544e-02
4.611168118521778436e-01,3.362847273856281460e-01,-3.148833499841665051e-01
7.142193982423622467e-01,1.553973315215693152e-01,-3.785127115180384472e-01
1.031538270092102055e-01,-3.727533796096937913e-02,-5.439593495654457267e-02
-7.642822303570488973e-01,-1.864378917968627924e-01,2.727817402200110597e-01
-6.347351082986648629e-01,-3.513408700711627697e-01,3.219101835921172605e-01
4.576786364368149451e-01,-2.718395285581252097e-01,4.039158885436268499e-07
8.164503215241879497e-01,2.663122725774095811e-01,-5.030544758845241216e-01
1.741773117133182947e-01,6.583648199131107992e-01,-5.379414586982036450e-01
-4.118151438145113974e-01,2.070368230103739604e-01,2.365906450540927741e-02
-2.059218459290624026e-01,-5.990105162856003140e-01,6.545469370855863112e-01
-6.369625633119533649e-03,-5.890086488597249259e-01,6.088412571795165373e-01
-2.855864519325600481e-01,2.766192173827703993e-01,-3.386812118747892231e-02
-5.177884341624130332e-02,7.358346029157368795e-01,-4.363821785323798164e-01
4.602857868749805070e-01,2.281835421538654096e-01,-2.711836740952635605e-01
1.600500104505953869e-01,-4.479086305846791682e-01,9.882493158353311546e-02
-5.121778665817217080e-01,-5.516329541049816987e-01,2.897025052988837501e-01
-5.552936244893413864e-01,-1.892110305927148239e-01,7.762554546543561085e-02
2.779418545504637739e-01,1.662451057313657499e-01,-3.118039962740722926e-01
9.145720865484135986e-01,3.317929423932493571e-01,-5.363623034208556684e-01
5.793413388264128105e-01,3.048846290100770684e-01,-3.108527354843373391e-01
-3.940260075734114409e-01,8.947278924170570802e-02,2.862745046388425751e-01
-1.033250931710755216e+00,-2.738844401787685068e-01,7.605572475787073516e-01
-6.593774384199339034e-01,-4.410587405412024209e-01,6.443211087835258866e-01
4.191359898319836352e-01,-1.785692310708388852e-01,1.799401428855517543e-02
9.336099694764264934e-01,5.339526976378149437e-01,-7.492749800461138143e-01
3.220077044863319249e-01,7.003664058221524824e-01,-8.284491927658239607e-01
-3.217072366167768593e-01,-1.557580012200458219e-01,-2.470244089360206299e-02
-3.697902893888784792e-01,-9.002873096674690601e-01,6.154904332464482541e-01
-2.288658737643268007e-02,-6.373777221001660775e-01,5.218517532020169325e-01
1.732113804775478952e-02,5.101847383609462439e-01,-2.157878916350900178e-01
-1.552336748188185844e-01,1.027114703648058569e+00,-5.704224975879111925e-01
4.106707867633861697e-02,1.924945233631278341e-01,-3.701887395420508375e-02
1.165922896645901347e-01,-8.298806721438682921e-01,6.156696705064376163e-01
-1.589165002499339230e-01,-6.764333646357998386e-01,5.063478921123821808e-01
-3.787833668770421158e-01,3.144724587805565186e-01,-2.514990882667897387e-01
9.026679705250569008e-02,7.118808729957919468e-01,-7.285587000181305006e-01
8.594872507169912801e-01,1.039462225208559049e-01,-4.507601202966082243e-01
6.907123689281415846e-01,-4.419078562256791298e-01,6.919696981999912122e-02
-4.013649075349153827e-01,-2.144743705599292949e-01,3.254635644639540248e-01
-1.196496356270103645e+00,1.938698683586156934e-01,3.044274669189866445e-01
-6.112642473190252890e-01,2.787170490707077328e-02,2.628841495528902450e-01
7.346296734538831918e-01,-2.965784595059255402e-01,1.280473687093959534e-01
9.425675503957278156e-01,4.684969398969507370e-02,-2.498983060301549208e-01
-1.596506461075212491e-01,6.202104660364721189e-01,-4.687569191957509096e-01
-8.173996243672559947e-01,2.824632795928757600e-01,-8.038346533593891674e-02
-2.331240236015327816e-01,-7.178219243417519602e-01,4.849811510510543267e-01
5.957963529109744361e-01,-8.566277313481180933e-01,4.085165251186906876e-01
3.140778960136839104e-01,2.961800742163141487e-01,-3.654267351925096774e-01
-3.205000446689951765e-01,1.117346035696139994e+00,-7.638273929855050604e-01
-1.808141411864291337e-01,3.226385500848114041e-01,-1.634244663857422619e-01
2.847900276789313567e-01,-9.332877963332468774e-01,6.409339382692710307e-01
2.347685913368463273e-01,-8.207088000325579724e-01,6.343870229371889602e-01
-2.933323162186284860e-01,5.041846680333107455e-01,-1.492364811460282215e-01
-4.483230521244416233e-01,1.126812993658971473e+00,-5.908054335117736144e-01
9.309105722394579729e-03,1.329853097606842338e-01,-1.562668912712581182e-01
4.846007391265825803e-01,-1.033488331751018396e+00,4.821001632783876167e-01
1.447071180940281421e-01,-7.308044129829193158e-01,3.474922948386592880e-01
-6.136528510795217217e-01,5.190391423923670366e-01,-3.661670012828269205e-01
-4.150077646439514489e-01,8.100990386264955712e-01,-6.203979600819521378e-01
7.358384072246140217e-01,-1.669181282712550451e-01,-1.140517959811583604e-01
1.006845578107228301e+00,-6.940620038924402158e-01,3.583629079617799418e-01
-3.772094463573187895e-01,5.521568126239384533e-02,2.397333640083611495e-01
-1.295864510764587196e+00,6.931419857244107696e-01,3.570813032916139024e-02
-2.136648617610188428e-01,1.008537175982194140e-01,1.908009035722075808e-01
1.092285023458978488e+00,-5.861964202176683791e-01,2.598358293025540555e-01
5.098379202366305485e-01,-1.109724965839893607e-01,-1.198022392123948704e-01
-8.806528897693791658e-01,6.293592162021988123e-01,-4.282223657926025884e-01
-8.147005788173707908e-01,1.570060485249555327e-01,-1.533506818272588335e-01
6.289080267079456554e-01,-8.729243728220300591e-01,2.461244833732194326e-01
1.058783771380898298e+00,-6.400831541170798333e-01,1.455662653258594369e-02
-2.377845357937834470e-01,6.790506643871717651e-01,-5.415779066389413421e-01
-9.195985741965619908e-01,9.711322222405956994e-01,-3.769904012453045850e-01
-7.010270753497789553e-02,-2.826870435100456991e-01,4.209488700867020095e-01
6.936306727476715395e-01,-1.066925495788720868e+00,7.989062027217732620e-01
6.284479927787739451e-02,-1.274181780491455973e-01,2.282700401913788368e-01
-5.869793660260023138e-01,1.083614261519253441e+00,-4.612386595771622022e-01
-2.265514704009631841e-01,7.303951991281125711e-01,-3.877623568367696838e-01
4.138348358436914065e-01,-6.387428059301769601e-01,1.807412640587439667e-01
5.021115719416971990e-01,-1.072889012592782576e+00,4.195503198542205325e-01
-2.622254728767693943e-01,-3.727861261192551984e-02,-1.044519212470908925e-01
-4.960541996219717809e-01,8.853551419135057277e-01,-5.853574601902568064e-01
2.838030652095285267e-01,4.269976666016023215e-01,-3.807422480179256108e-01
6.965130147251709092e-01,-5.071824701147438219e-01,2.401271028273603003e-01
-1.360205889936452195e-01,-5.179540409913474530e-01,5.750491389783357610e-01
-1.177764765578793504e+00,1.814508927151538553e-01,3.457170832029325958e-01
-7.788288442045843141e-01,3.440349546075908704e-01,-7.632633899393485681e-03
7.689604388806201563e-01,-1.720772680071708804e-01,-1.967831953843276471e-01
1.399875628617754497e+00,-2.662029769290562564e-01,-3.514262280221393531e-01
2.817989156765361436e-01,3.382167439571682754e-01,-4.530621866157157340e-01
-8.827518974482416736e-01,5.102306405984815552e-01,-1.751669715985151032e-01
-6.283512797088329771e-01,-2.900655755868316588e-01,4.042055052942502003e-01
2.905342978808885257e-01,-8.678206839278983509e-01,6.375729857754723895e-01
4.181016597189334272e-01,-1.613934301029906482e-01,1.221172204366685748e-01
-1.607268144096514750e-01,9.405633628974622296e-01,-5.211697442008331738e-01
